LEI	LEGAL NAME	STATE
25490095CTOC97LRQD90	Jefferson Parish Employees FCU	
549300HMV7F9FAO29J93	COMMUNITY SERVICE	
5493008XCU8GNOCYT638	Community Service, Inc.	
9845000DS6FDA03AJA49	COMMUNITY SERVICES DEPARTMENT	
549300TLUYXFT3XU7F69	COMMUNITY SERVICES FOR EVERY1, INC.	
894500USGDNOLQZVYM03	APPENANS	
969500L64API3ZRF3D82	ARPEN	
5493005AYUAZU5HR1L63	ASEN YORDANOV ST	
549300NKGKWGBX4XSD63	ASENOVGRADSKO SHOSE	
529900HOIMX7KK16TV33	Asien	
984500A9JE3FI3DEK289	Asnen	
254900RW27U3FDPRBE16	Kern County Treasurer and Tax Collector	
FTIXAML8YW1CLGI7FO57	Kern County Employees' Retirement Association	
969500UG56OY5T8YHL38	HELLO	
969500J8FD968VEMJ729	HELO	
69940047MTUMLVKKUM12	Halloux 15	
969500XCQDJFN7OJ5H29	HECLO	
549300Z76KMPRV5WYN51	HELCO	
875500PVRKNLPTNN4S82	Heldo	
984500FEB15D1K905492	Héliopolis	
969500YIJPHDK7Z3UA96	HELBOR	
969500VVNU0DPUUYNK58	HELEON	
894500JH1IQ9GZVAMM08	SENTRA	
984500YB6EE12C3BE617	Sentrumsveien 48	
549300G4D7JRIH0USC07	Sentrifan	
984500ED08D436077A08	Sentrumsvegen 24	
549300KROMZOAGR02P56	Sentrumsvegen 77	
549300WZDCK4C6FRTR55	Sentralbygg	
98450057741D3B36B015	CROSSPOINT	
959800UNGQY271962Q35	CROSSPOINT SA	
5493005XMSZYL5SAEF41	CrossPoint Bank	
8945006OYMTA6YBXXP16	Crosspoint GmbH	
213800QGU2EEPKKIPI52	CROSSPOINT HOUSE, 28 STAFFORD ROAD	
815600AB1289E5501B98	CROSS POINT - S.R.L.	
5493008P36BCHO1KYY29	CROSSPOINT CHURCH, INC.	
98450003F99D71007660	KINGS	
213800GJU1I8UXINWB77	KING'S BUILDINGS WEST MAINS ROAD	
2138008ILH2DYYI4V269	Kings Lodge London Road, West Kingsdown, Sevenoaks, Kent,	
969500A1TSOEH2C93G29	KINGAL	
549300XVXHAW9951CG38	KINGCO	
213800F24QGRMLC4WP44	KINGDOM THRONE LIMITED	
5493009BRGWRR163ZH23	ARAPAHOE	
984500C1B403B3F70D21	Arapaho OÜ	
54930005EWLO1OJWKZ91	ARAPAHOE SPV LLC	
254900DAW34FJAZXPI08	Arapahoe 1634, LLC	
549300UD67F3TZ1O7H38	Arapahoe RHSW, LLC	
2549005MINBW345IZ847	Arapahoe Green LLLP	
54930053CWBNS4D98H66	Arapaho Parkway, Ltd.	
549300AOLH6XBPFNR493	Arapahoe Leasing, LLC	
5493000H6FXB15JQW781	COMMUNITIES OF ABILENE	
96950084M8U5Z2P6GO36	ARTESA	
9695000YH6G6J5M50R80	ARTEZIA RECOUVREMENT 94 - ARTEZIA94	
984500CADDXFBA14DE59	ACTESIA	
335800T9GKF7LS4OQZ89	ARTASIA	
969500USX59N5CG6KK27	ARTESINA	
894500H8NJKYHL4GHD67	Artisia AB	
25490060OA1H3FWZZ948	JACKSON REAL ASSETS FUND	
54930033E47Y7GU1YG44	Jackson Realty Holdings, LLC	
5067004KJUILLG5A0A34	Lakeview SA	
549300HWZIEB8P319B37	LAKEVIEW LLC	
6488F870K7G1GBY45S42	LAKE VIEW RESORT	
8156005ABE55848C5290	LAKE VIEW SRL	
549300Q88XHYAWBJTS50	Lakeview Bank	
5299008MIQZF1I7WSH50	Lakeview Fund	
21380019RWM2E847DI90	LAKEVIEW TRUST SERVICES LIMITED AS TRUSTEES OF THE VERSEAU TRUST	
549300Q8189JBPHYE461	Harbor Point, LLC	
5493000WF6CS83N6UM50	HARBOR POINT 2019-1	
5299009IOZ5VSM8YNK91	HARBOR POINT LIMITED	
549300IWNGPIBEDQOT58	Harbor Pointe - Clovis, LP	
254900CCCPJ8S6GUIT87	Harbor Pointe Credit Union	
254900X0DPAJRJP4XA10	HARBOR POINT APARTMENTS, LLC	
549300JJ7ABBAFJLEA55	HARBOR POINTE MANAGEMENT, LLC	
5493001B80A7YNTHRN27	Harbor Point Parcel 2 Holdings, LLC	
549300P6D12TWGGIV170	GREAT ERIE	
984500EE3E1A61E99289	GREAT FRIENDS INVESTMENTS LIMITED	
5493007GI469NM77S279	DEPT OF LABOR	
549300JUW8EKYVE3UI19	Siskiyou Buckle Co., Inc.	
969500JZIC0ERHJAFP77	GPS	
969500CDHAVLW46ZHA75	GPX	
8945001WZDNPYEATMZ10	GP&S	
254900FE6QJXGH3VIA90	ACT 1ST FCU	
549300WOKGOPOMFIGK72	KIMBERLY CLARK SA	
549300FNCGPBDFHXBS73	KIMBERLY-CLARK SAS	
5493002Z44XHMCZUAD43	Kimberly-Clark Gesellschaft mit beschränkter Haftung	
5493001TMCBEHPT4YE78	KIMBERLY-CLARK INC.	
549300Z5425FM9T5O211	Kimberly-Clark Inc.	
98450036O43A806EC518	Kimberly-Clark Taiwan	
549300AOENBECUEDOR56	KIMBERLY-CLARK S.R.L.	
969500S7DJMZS82SB487	CHÊNE	
549300YR5D931LBZ5G54	CRENEY-PRÈS-TROYES	
2549009IC3KH5UYSQX91	Chêne à la Croix 18	
969500LVNBGL4SC9LG77	CHENE89	
894500WMYYVCDPJQMJ24	WCLM	
529900EL7EKPMTUUEW68	Wolan	
969500J5EPNCC6W3IY53	WELABZ	
8945000DJVZC53IA2Z40	Welako	
699400DLZ9EOZKYQPT06	WILAUW	
549300EJC8WM8EOCJU92	Walagri NV	
549300ZKO9G64KF17Y67	WCAP AS	
549300D6VPRGT8HB8R03	LEADING EDGE COMPUTER SOFTWARE PTY. LTD.	
69940069ZDA3OSBJHZ25	Leading Edge HR	
984500410DA5F0D4E609	LEADING EDGE FUNDRAISING	
894500TXSSVCTBU25V79	LEADING EDGE LEGAL LTD	
254900V2C1TTKDQVWW74	LEDING EDGE LIGHTS LTD.	
54930057L4DVVHBNLP89	LEADING EDGE TRADING INC.	
549300UKBAX04HZ68M45	LEADING EDGE GROUP LIMITED	
254900793TEM3ZOLUL34	Leading Edge Holdings Ltd.	
9845009D946746N44A23	LEADING EDGE JET MIDCO LLC	
5299006WCJSWGFG74A53	Leading Edge Atlantic Corp.	
254900O07Z9E3N3ZEM64	Century First Investments Limited	
2549005YH5Z0JBOUFY38	FLORIDA WEST COAST AUTOMOTIVE, LLC	
254900MMSTKOGJ2HOP30	MARKET,SA	
549300ZR76ZKXVFDRV84	Market USA Federal Credit Union	
3358002AS4OM13CFCO21	MARKET SAFDARJUNG ENCLAVE NEAR KAMAL CINEMA	
54930061FQ5XDACCBW12	PACIFIC HORIZON BANCORP, INC.	
549300YLJUKVSJZRWU59	Pacific Horizon Properties LLC	
VLGEI9B8R0REWKB0LN95	PACIFIC HORIZON INVESTMENT TRUST PLC	
969500D3DEHCMD2UFK44	AFACOM	
969500N4CS49IJYWAG28	ALACO	
969500HARA8GWNRH0Q88	ASLAC	
967600C7JDYMOYM5LH05	ALACCA	
9695009EEZ481JFF5E18	ALFACO	
549300SIM707T1ONEO37	Aflagranda 39	
969500KZAW7FU5E23857	ALACORP	
254900XHKRDUWQMP8N32	Alacran	
506700O3454G1ASP6M63	OZAR AG	
549300VYK2WBD7SST478	OZARUS44XXX	
5493006BPEIMPS70UU26	Ozark Bank	
549300UMOKQUJLI81448	OZARK HERITAGE BANK, NATIONAL ASSOCIATION	
984500998941AAF61453	OZAROO LTD	
64886921TZ9GI3HDU372	Ozar, Maharashtra	
9845000BDA4H7AC04431	Ozar	
984500C709YM840EDC39	TRE FIORI	
9845006648CC02EE4788	TRUFI SRL	
213800C2QPZFECSRZ964	TRUFIN PLC	
959800XF7NX1PEX16D83	TRUAFILS SL	
52990031IZG94WE9JJ69	Trufid GmbH	
724500WL4E5YIR2KL512	True Finance	
335800KKJE2PSJV7AA85	TR FINCH 2026	
549300TBTGCXRE1WH514	Tru-Flex, LLC	
894500OWQIBHWVC29I25	LESCOUT	
485100TCSFTVL24IP710	LENO JSC	
9695006SNEP1D0V1B183	LNCO	
96950097TD3PEPGC3B90	LANCO	
969500DH65WEV1XI6K49	LE COLLECTIF DES LUNETIERS VILLEURBANNE - BARBUSSE	
549300Z6A4KJ3S1H8P84	LECOT	
549300G5VZZVVGOY0N31	MTCU	
969500NGG4EKQ8ZXXW93	MTCM	
969500SU3B850D1JAN17	MACULLY	
984500453F49974CDB64	MTÜ 7AM	
549300JRFO4EG69IRG50	M-Cube Belgium	
549300Z9Y1518KMVGF14	Mecum AB	
984500ABA8E6C7389703	MTC GmbH	
724500C4XXC8P3RZPR23	MTCA B.V.	
969500ZGBC9PLQH57820	ARCANIA	
743700AI0ECBEKZX7398	Arkadiankatu 31 B 32	
549300LW6N0UV66HKD42	ARCADINE	
74370004E9RK3GQ6UH36	Arkadiankatu 18 A 23	
743700X5EWGEA3HF4E89	Acadia Oy	
74370086Q20YWQ024N69	Arkadiankatu 18	
7437009183LLRV09NK61	KRAFTMANINTIE 2	
64888F7FOS2O2L345N40	Kraftkanalen AB	
254900DT7ZLKBH50XE57	KRAFTMONTASJE AS	
636700AWD82YI6D8KQ27	KRAFTANMELDING AS	
984500D9EDC5F1F5F070	Kräftans Väg 4	
254900003GWS44U5UK33	KRAFTMONTASJE HOLDING AS	
529900IYKCTUNBABAY05	Kraftanlagen München GmbH	
529900O6R0FUD3OY5M37	Kraft Management & Holding AG	
549300V31Y33SDBCJS15	Interfaith Council for Action, Inc.	
724500C7WRNCEOIRYL34	Breakwater B.V.	
54930093E24IIQ21Y746	BREAKWATER HOLDING ApS	
549300LK8I2CU50XW504	BREAKWATER SHIPPING ApS	
984500F999AD3IC42B08	BREAKWATER ENERGY, LLC	
5493004QWHS1KF1NKY63	Breakwater Consulting AB	
254900XX9YQ8FQ8I9V51	BREAKWATER HOLDINGS, LLC	
984500D8760BS00DN144	Breakwater Technology OÜ	
549300N72MT5I3L0FF81	GREEN COUNTRY	
54930005X784M47Z0015	GREEN COUNTRY ENERGY, LLC	
254900CJEM3ZETTV0G40	Green Country Village, Inc.	
8755002A41P8DX01KZ92	K-1	
875500ERA4B7C0O09990	K-2	
89450080JJCYCDWVP120	K.2	
5299000UEKE4QW640160	K 4	
529900X8D55HAV1E5635	K 6	
9845007KOADABC06FC33	K 67 v/Kristian Søgaard	
96950036CDOVI5QNQ851	K I	
5299002NXDAHML3A1L68	K&K Ltd.	
6994007RCYMTO37TAA51	KGV	
254900Z9GR46JZTUL486	COWNECTED	
969500G67DYTUU8NTO57	CONNECT DATA	
254900D8GOS7I686SD40	Connected OU	
64888X9HZ0N04V65CK39	Connectee OU	
8945006I6QNI3RT95680	Connekted LLC	
98450089B8750CF76E20	ConnectEV B.V.	
9845002D0AEAADAN7B37	Connectyd GmbH	
549300VW4CUMQW09U139	HEALTHCARE EMPLOYEES	
549300HUWMWJCHZJDX03	Healthcare Employees' Pension Plan - Manitoba	
9845002C9A578E4E5867	BRAGG MUTUAL	
5299007QNH59WXWGES27	Uferstr. 47	
529900I0OAXJ4G9R4295	Uferstr. 7	
529900MA8QW5QOLE5051	Uferstr. 40-50	
98450010B793BC98FE30	Uferstraße 2/2	
5067009XIPXZ75YZMS51	Uferstrasse 90	
529900YVN6YEG38HFF98	Uferstr. 10	
549300JUZBXW5SUK5V79	HERITAGE VALLEY	
9845009B2F5D7D2EN948	Waiuku	
9845001C47Q095C85E32	Waipukurau	
213800LQO4WQJPLJF760	WAIUKU	
529900G48RT4KWLC6C27	Alaska Air Group, Inc.	
549300MN2NONI4E6X341	TRADEMARK	
549300Z0JJUM5IGX6X34	TRADEMACK AS	
894500OSKUHRODFBLG91	TRADEMARKK AUTO	
213800B8T5Q8V9TWSE91	TRADEMAR LIMITED	
89450066N0GX862B2J16	Trademark24-7 AG	
984500DABQ54EAC13R06	Trædemarkvej 5	
9598000UHXAQWAWDZ985	TRADEMAR BUNKERS SL	
529900N3VM0AMA0KGA93	Trademark Plus GmbH	
549300THFYYKCNMDOM85	Trademaker Sweden AB	
254900SNRGBVOZT29H22	Trademark Circle, LLC	
875500JE2IJGWH76W164	CENA	
96950063SMDZAQ6GYZ24	CECLA	
969500EW9UKHI9JMSK97	CELAD	
254900UJQSO5WYM7AJ43	CENAQ	
969500FXN2UA5V43LA86	CENAS	
969500HE64KVZIZDGN07	CENPA	
529900XOT64V9CNDQ360	CENTA	
9695004AJIF41HR62Y75	CEELAB	
894500OOQH34NB458T74	Oakvale AB	
213800TWMA6QRPFFHM33	OAKDALE LTD.	
549300072FB6UCQZJL56	Oakdale I, L.L.C.	
213800NNCKTN13FGLX47	OAKDALE CAPITAL AB	
549300D12QIFOKW19H82	OAKDALE MAGNET LLC	
635400IWKA7COBR85R04	OAKDALE CAPITAL DAC	
549300CPD90R69ZBCV25	Oakdale Dialysis LLC	
549300L1XWO38I5IOF23	Oakdale Holdings LLC	
549300D60U0Q57R80774	TRENERGY INC.	
815600A69F65F1A0B769	TRIENERGY SRL	
894500VQSH3VYLKYVF26	TREENERGY SOLUTIONS	
5493003UGD130PSN0V95	TRUENERGY HOLDINGS LLC	
549300IHEFEAE6URSS56	TruEnergy Services LLC	
549300F8UGYMLUZDY693	Kansas Teachers Community Credit Union	
969500236WK1MLYSAI52	LES COLLINES DE LA TOUR	
969500SWQFXOQWLHXI89	LES OBERLE	
969500HUDW39NGH75T09	LES COMMUNAUX	
549300TJQOUXEOTHPG30	Grasslands Energy LP	
529900DC4BH0MX6OWV11	GRASSLAND AGRO UNLIMITED	
9845002AE6E5A4398A97	GRASSLAND FINANCE LIMITED	
213800KYZ49XV19JA280	GRASSLANDS FARMING LIMITED	
724500JZA4S4HOPRNW04	Grassland International B.V.	
1F2716HE7JQ21LAEZX36	GRASSLAND DAIRY PRODUCTS, INC.	
335800SPO2U6WGQLC986	GRASSLAND INDUSTRIES PRIVATE LIMITED	
9598009APE705VECK468	GRASSLAND SERVICIOS AGROPECUARIOS S.L.	
254900RTQUCWKBGZDY29	GRASSLANDS BROKERAGE & CONSULTING LTD.	
549300GF3UGINKR7U365	F R B	
9845004A2B3EB6B99849	F. R. Faehlmanni tn 10 // Gonsiori tn 27	
894500S2O1GMHFYOVN64	F. R. Kreutzwaldi tn 3-1	
9695007OE1B2P4OTT752	FOR-BZH	
724500U303K23PZ1N377	F&A B.V.	
549300KBC2I9TMSUOK37	ALLENTOWN, LLC	
549300Y6FM40VLQ34F05	ALLENTOWN, INC.	
9845007406DE47F8C677	ALLENTOWN DC 2, LLC	
894500FJDXJY64ACNF57	Allentown, PA	
5299005GSMNLCGFNAB17	Allentown Services S.A.	
5493005QUYNMKX7WDI19	ALLENTON SECURITIES INC.	
5493009AR8BRC5Z8SR82	Allentown Owner LLC	
549300JJVGBKK5UE5035	Advance Financial Group, LLC	
894500ODN68AR6F14I37	ADVANCED FINANCIAL STRATEGIES LIMITED	
549300WVV5REOCSC4A63	Advanced Financial Federal Credit Union	
9845005BFBA8VF56BE45	ADVANCED FINANCIAL ANALYTICS Consulting GmbH	
984500D6IF1F0FDF0F92	GARDEN ISLAND HOLDINGS CORP.	
549300P4KO88PZ6HZH66	NESC	
9695009TIN2ZMTSR9F37	NECG	
967600L3PGUGUMFVGY13	Nechin	
2138004BYGZJ72QY3489	NECO	
894500D684DUEAB98343	NECY	
9695000K1Q09JSLGMP17	PILARD	
9845005C6851A6U36B65	PILAAR.	
969500XSN5748RGY0Q81	PILARVI	
98450012A6808FB81D15	PILAR W.	
984500F03AF99D4K9441	Pillauer Straße 67	
9845007F966C61ZR5F95	Pollaregatan 9	
254900VW35PGKNOO8337	Pillaiyar Koil Street	
2549000DW0M6K8RBLY67	Pilliroo tn 28b-8	
391200A21384BKS4V605	Pollartstraat 3	
98450094B8A39F2F5C75	Pihlarc AB	
9695004OKYCJGH762G97	CARCO	
254900VVCX7PR9KDCK83	Casco Federal Credit Union	
969500EELC2Q4S0U9R93	CATCO	
9695003ABG7SULRF8J16	CACOGO	
549300B0CHIX1D8QZA75	Cafcom	
967600PJ2O6PG04V4Q73	casopi	
9695006ZAEMN7YHO3851	CASSOZ	
335800RVGGHF5RPE6212	Thinkwiser Logitrade	
9695001Q848HY790XJ61	POWERNEXT	
549300GVWIYFILN5V546	Powergetics, Inc.	
959800ETJUWE9XAKCX20	POWERNET I, S.L.	
9598005F1CJC6A5TZ759	POWERNET BARCELONA S.L.	
959800JY1GFHFTBVRK50	POWERNET SL	
335800B8V98H66J7N290	POWERMETZ ENERGY PRIVATE LIMITED	
984500AC4DF0D2D82B64	POWERNET LIMITED	
213800TB6456UUYG7697	POWERNETICS LIMITED DIRECTORS RETIREMENT BENEFIT SCHEME	
984500EEB50FE08J1C47	WHITE RIVER	
5493001CSPG0SDD5LE68	White River LP	
8156000677A49E236179	WHITE RIVER S.R.L.	
549300X5KRVJLRR9TB72	White River MHC, LLC	
63670032EA50DAMWXS46	White River Invest AB	
254900VAKE7M3JREMV32	WHITE RIVER OWNER LLC	
549300V4WTY66CF8UV23	White River Ranch LLC	
2549001MAJGH449A0J21	White River SEYMOUR LLC	
72450070NN8MC2FUM826	Estacade B.V.	
549300W4WEF3IQK3EL06	Estacada PL ATF The K White FT SF	
2549002HI638C802VA74	ESTACAO DE SAO ROQUE	
549300Z57W1ZE35LIV12	ESTACADA	
549300URJBX1VB6EKJ98	ESTAÇÃO CENTRAL DE CAMIONAGEM DE ÉVORA, 2º PISO, AVENIDA TÚLIO ESPANCA, S/N	
5493003EFTIESWHIO758	ESTAÇÃO DE PAÇO DE ARCOS NRS 66 E 66A	
894500FY629NGBYRGR15	ESTAÇÃO VIANA SHOPPING LOJA 2044 EDIFICIO DA ESTAÇÃO DA CP VIANA DO CASTELO	
875500JBFKG8NJMGDI06	Estação de Serviço da Rua Fonte da Venda s/n	
969500SQHBKM5DNWUG63	CGR	
894500GT40BEU4COZ706	carry le rouet	
969500175W87BQXEFH16	CIREY	
894500O8PSNQBRUW6U15	CORENC FRANCE	
9695001Q4732C2E5QL72	CRS DU QUATORZE JUILLET	
969500URE0TZDEMCND33	C2R	
6488373XD1V1AV8WP549	DESERT RIVER CAPITAL PRIVATE LIMITED	
549300T905VOMOGJ2J88	SW 104TH FL HOLDINGS, LLC	
549300S8FVJXFM55B150	SW 104TH FL PARTNERS, LLC	
549300DT7WZ1SOTNFJ62	First Missouri Bank and Trust Company	
549300Z3IK4IHLP1R468	First Missouri Bank	
5493005C8ZBTKUWJPI93	First Missouri State Bank of Cape County	
529900DPJNP0QBXB5494	CLEEN Energy AG	
8156006B217622C0EA63	CLEAN ENERGY ONE	
959800DGRTE65T3BAR96	CLEAN ENERGIES SL	
549300588N796ZOCKB68	CLEAN ENERGY FUND	
894500UIWPM30WJDE789	Clean Energy Plus	
254900DAC9FG4OUN8O79	CLEAN ENERGY S.A.	
2549005OD5FZBZBFKI17	Clean Energy S.A.	
967600YIQRJJMIRTDM28	Clean Energy Invest	
815600BC578A74B5F175	CLEAN ENERGY S.R.L.	
815600ACC83D90E6AD34	CLEAR ENERGY S.R.L.	
549300VB36IN88XCBR50	North Georgia Farm Credit, ACA	
254900LUAFKNTILV4C58	North Georgia National Bank	
5493008QJ1XW44K2VP25	NORTH GEORGIA VISION PROPERTIES, LLC	
549300QLE0VZ2VVYYI60	North Georgia Church of God State Executive Office	
959800994BWY5RLTLE05	RICHLAND SL	
54930048CGCTP8X6TN60	Richland LLC	
5493004JWS2Z4YNUT563	RICHLYND, LP	
5493009YI09AN4MYIV69	RICH LAND CORP	
655600XUFV9OCR9MYU43	RICHLAND(JIANGMEN) ECONOMIC AND TRADE DEVELOPMENT CO.,LTD	
2549007DMPN574O7J010	INEW	
254900UDRCY9GGT0IY56	IBEXA	
9695009LLFXD0H1XJB85	INEWO	
894500R4163VOA9W8H71	IBELIN	
967600RQVSTDFFWAE764	IBERIS	
52990086TQ51B0JV8548	IBE Gbr	
9676000TL1T7AZ5FUV79	IBERVEST	
984500JCC1CF07ZVC822	IBEXA AS	
549300H37D48RZJH3M57	Ferguson House, Marylebone Road 15	
5493004HBJ1H889RDW65	FERGUSON HOUSE,	
9598002U4C05JMH8T137	FERG S.L.	
549300GRECLDGGU61X88	Fergus AB	
9845006D651EDF496A90	FERMUS AG	
724500L2DZ6Y05S52963	Fergus B.V.	
959800TJ97CSNEHWTM45	FERGUSMED SL	
549300Y3S86Y7CYBSK26	HANCOCK	
Y01IPE4UXL8W24G4FU48	Hancock Bank of Louisiana	
549300IJG3H8UXX20270	Hancock John Investment Trust - Balanced Fund	
254900FVGX27H28F3I08	HANCOCK JV L.P.	
213800RUB7GL5J6CTL65	HANCOCK & ASSOCIATES	
5493006YIBA42NTAT372	HANCOCK WIND, LLC	
2549009VA3B68A1FZ209	Hancock & Gore Ltd	
549300DYYWNFJFM4GQ31	Hancock Hughey LLP	
213800GDC884OA4K2R37	HANCOCK WILL TRUST	
969500APL6GR5TVQ9C26	LA ROMAINE	
969500OOQXRQGAWLYN02	LA LIMAGNE	
969500Q3W8BHJS2CEO65	LA SOMADIS	
894500C0Z3QN2EDGGA21	LA ROMANETTE	
984500808DD115E47118	La Tomaterie	
213800987EVUESY6YZ34	LALOMA LIMITED	
549300UG0BEHN8VBRG13	La Comarca SRL	
25490028K9O7CDYM6Q14	La lloma 6	
5493003UEX61E91S2B54	MERCER COUNTY COMMUNITY	
2221003FE9DIKYLITA68	L-5366	
969500G1WPUQWH8G2R85	LA GACONIERE	
969500UWQ2A4G2HYHP87	LA GRAND BOISE	
969500ZFBU2FQ5S9LV34	LG	
549300SJHQE0MN7QNM04	L - 1526	
549300NI5SBQVOFLU926	CORRY	
96950000759QEC19I830	CORLY	
969500NDNMP53N908V59	CORYS	
969500NKMJN3YYR9ZC31	CORYLL	
5493008B13XSGZCKRR82	CarryOn	
969500R22RR4T5M65254	CORRAFI	
875500Y1F8LV48RRLJ61	CORRSER	
549300I7G0WB7Z0BCX80	FIRST EAGLE	
549300FE2F4XF7FZN136	FIRST EAGLE FUNDS	
549300BKHUL1GJRWJT21	FIRST EAGLE AMUNDI	
315700AYO3EEY6XPKA57	FIRST EAGLE s.r.o.	
254900AOBUCYAGEB0O76	FIRST EAGLE ETF TRUST	
549300GJCXN3EOK7RW69	First Eagle Gold Fund	
549300TBDTKA0PSVNC90	First Eagle U.S. Fund	
969500SP6PWXSFAROC26	FIRST EAGLE AMUNDI ESR	
549300EP0EVC5GLYL794	First Eagle Global Fund	
549300N4A7OCQL7F6Q69	Chip One Stop Inc.	
529900BBSUGLUB32QD88	Chip One Exchange GmbH & Co. KG	
254900JJ3E56IV4SHM86	Chiphone Federal Credit Union	
98450010B9F5079DE146	Kwakkelstraat 137	
2549002YEBEDXJ1M2V04	KVW	
9695002BBEK17CXIJJ16	KWF	
969500PRG5XLW5NSUU74	KAWA	
9695006QQJSN159F0N26	KIWI	
549300QZNTOXH1EFEL80	KSDC	
549300QKKXIXKVHMZR03	KSEC	
96950047YH6RHSZZLM24	RANCON	
636700JXEKFST1OE4205	RACHO AS	
549300HTIHKS7H404F46	RANCHO SAN JAVIER CARRETERA MEXICO QUERETARO KM. 41.5	
254900SB6E2TMNANA511	Mobile Educators Credit Union	
335800B3HIDNCNTS2T33	GERUGAMBAKKAM, KANCHEEPURAM	
549300XIRL7Z3T36NQ18	GAUGAMELA AS	
894500UH1VTVJH0RYL92	Graugård I/S	
335800H8N338W8IXEL22	GERUGAMBAKKAM,	
254900WL9B3QL03Z8Z98	GAUGAMELA LIMITED	
549300ARSR92O18GPU60	Geauga Savings Bank	
9845005F0F8A2FA58430	Graugaard Consult aps	
984500447AF386A2B565	GRAUGAARD GRUPPEN ApS	
8945008M8ZWRGKTMDR04	Graugaard Partners ApS	
959800Y23HZAQL2LE096	MONEY HONEY SL	
549300R7Y1FOEB3U3Z94	Money Never Sleeps AB	
549300PND3PXML3XA465	MONEYONE, INC.	
529900N1F0JHGHBBRJ80	MONEY NETWORK SL	
9845002E8876KCPA3E40	MONKEY ONE LIMITED	
984500E7DA941368ES12	Money Never Sleeps (MNS)	
213800R63T56IXMMII96	MONEY HONEY FINANCE	
5493007O5X5A52716821	MONEYONE EXPRESS FINANCIAL LIMITED	
549300R9HH0JB5SA1156	Money Never Sleeps Holding AB	
984500EB9D987BC79429	Moneyhoneypepper UG (haftungsbeschränkt)	
549300UBAT49BB4NVU72	Muscogee County	
549300NHPJWRPV8EJF04	Muscogee Creek Nation	
549300ORZBD88EUUS848	Muscogee	
254900P6A7Q2MVW13202	Muscogee (Creek) Nation Capital Complex	
549300460HWJVMVBAC39	METRUM COMMUNITY	
549300SC745XT6ONWT20	SALT CITY SOLAR LLC	
894500KOG527QMFEK485	Salt City Federal Credit Union	
959800C4317T4GBPPM28	SANTA ANA 5	
9598008QHX504XXYY646	SANTA NAVE SOL DE L HORTA s/n	
969500Y64KBMMGTAZW60	SANTA ANGELA	
9598007YVBSN47CN2M38	SANTA ANNA 32 BJ	
9598001EL74RVVX2GY73	Santa Ana, 7- 3º Izquierda	
222100TWEW0NUX1Q8D51	ADVANTAGE FINANCIAL S.A.	
254900TZQ68KY5A8KT36	GOLDEN CIRCLE STAR CORPORATION	
254900CHFAJ7BL44B462	GOLDEN CIRCLE CREDIT UNION, INC.	
894500X3QN7H7K0QCZ16	Connect4	
699400S1WXOQTWM5QL95	@ CONNECT	
549300E4327Y0NVVO208	CONNECT +	
529900QRN81NJBXD9R38	ConnectHR	
6488ON3HUL42260AE130	CONNECTIC	
549300SIZNUEMFCQ2K47	Connecticut Waste Processing, LLC	
969500TG214SLLAO0488	CONNECTOR	
875500MR7INC3RJ18L40	connectus	
96950084RDKPZP0Z9M21	CONNECTCIR	
969500PWZUIDWXEJM181	FORMATION.TECH	
969500K7A1PYJ6YC5M23	FORMACTION	
96950067GMRLL7MEED64	FORMATRONIC	
254900BAUDEM0QAB4B32	Formaction Ltd	
549300YJA01DFY5CWR73	FORMATIONS INC.	
25490072YPORFB96OR19	Formations Corp.	
815600C458C31C94B678	FORMAZIONE S.R.L.	
9695006TBPZQBLN55Q29	FORMATION QUIRITES	
98450001AC993A680550	FORMACION VIRILA SL	
9695002WUAFCZFMWVI94	FORMATION ET METIER	
9845003F09E898B73A60	Rockdale FCU	
959800AQBWXZK35WFW22	ROCHDALE SL	
549300MXP2VKKE4T3C20	Rockdale LLC	
724500X91U19J7ANVE45	Rochdalestraat 4A	
213800ID9VDSDUVYFL90	ROCKDALE LIMITED	
335800G7AXSBHEBCIH92	ROCKDALE COMPOUND	
3358007PC7E2IYTJNJ44	THE LOYAL EXPORTS	
213800SOAIB9JVCV4D57	THE LOCAL SHOPPING REIT PLC	
5493005QMX3SJKDTQZ62	THE LOCAL LENDER, LLC	
5493001MYIT5JRO21B60	THE LOCAL FOREIGNER LLC	
98450048WH6E53BAF494	The Loyal Georgean Society	
5493001TF7OE665QPR45	THE LOCAL AUTHORITIES’ PROPERTY FUND	
213800TKRV8AZ47IE453	THE LOCAL GOVERNMENT LEGAL SOCIETY TRUST LIMITED	
98450090F2E64DF96476	STRAITS VIEW 7	
213800ISDB5S3K5CIK37	MCBRIDE	
549300YPY91392XZ2B36	McBride Door & Hardware, Inc.	
213800HX7FMPA2CIEF02	MCBRIDE PLC	
894500ER7CQWF1YMWH14	MACBRYDE HOMES LIMITED	
31570010000000122121	"McBride spol. s r.o."	
213800HJ7VFLXRIYDC90	MCBRIDE HOLDINGS LIMITED	
213800G782WYS1VDKU18	MCBRIDE CE HOLDINGS LIMITED	
6354009FMZEKKCGK2A28	MCBRIDE FISHING CO. LIMITED	
969500EC6JQPY5H7R115	SEAPORT	
549300PXDNN2YHQFDK39	Seafort AB	
5493008LUQBN4ABH7493	SEAPORT AS	
